Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1005187800,7,2,5,0,3,0
1,942765300,0,5,2,7,3,1
2,997000100,7,6,5,6,0,0
3,857694700,7,4,5,4,0,0
4,920934500,0,3,2,3,0,1
5,951443200,5,6,1,2,3,0
6,982995500,0,2,2,4,3,1
7,1197868300,2,3,4,3,0,1
8,1197738100,5,4,7,2,2,1
9,934583500,2,4,4,4,0,1
10,746947000,4,3,5,4,3,1
11,348429500,5,4,2,7,2,0
12,315947000,7,1,7,4,1,1
13,411576100,0,1,0,4,1,1
14,373976800,0,4,0,6,1,1
15,249269400,7,4,7,7,1,1
16,310128600,2,7,0,7,0,0
17,349753600,0,7,1,6,2,1
18,260214600,7,7,6,6,3,0
19,410770100,5,0,6,0,0,1
20,312209800,7,5,7,7,1,1
21,215804500,7,7,6,7,0,0
22,175105800,7,2,7,3,1,1
23,159276100,6,7,7,6,2,1
24,122953600,7,6,6,5,3,0
25,671300,6,5,7,4,2,1
