Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1152584900,4,7,6,5,2,1
1,1133096300,3,0,1,2,2,0
2,1747015200,2,7,4,5,2,1
3,2078876600,1,0,4,3,3,1
4,1581312600,1,7,1,5,1,0
5,1847589800,4,0,3,1,2,0
6,1309908800,4,3,4,5,1,1
7,1260813700,4,5,1,5,0,0
8,983530000,6,7,4,5,3,0
9,1142370200,4,5,2,3,3,0
10,1403508100,2,3,4,5,3,1
11,1155804500,6,5,6,6,1,1
12,1606088100,3,1,4,2,3,1
13,1234112600,6,6,6,7,1,1
14,693729100,4,2,3,1,3,0
15,608180300,3,1,4,2,3,1
16,969281400,4,2,6,0,2,1
17,502086500,1,2,2,2,0,1
18,1040722400,4,5,4,6,1,1
19,728448400,4,6,3,5,3,0
20,646179300,2,2,2,3,1,1
21,922550700,2,3,2,4,1,1
