Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,132255500,7,2,5,2,0,0
1,147438600,0,2,2,0,2,1
2,109060500,7,4,5,6,2,0
3,123455200,0,4,2,6,3,1
4,214177700,7,6,3,6,0,0
5,151342500,7,5,4,5,0,0
6,109434300,5,6,4,7,2,0
7,230161600,3,6,3,3,1,0
8,210710600,0,6,2,6,0,1
9,181783100,4,7,1,7,0,0
10,121108400,2,6,1,5,3,0
11,104830700,4,5,4,7,1,1
12,138678900,2,0,4,0,0,1
13,195502400,0,3,3,3,0,1
14,109637700,4,7,5,6,2,1
15,146394000,5,6,4,7,2,0
16,128044300,7,3,7,5,1,1
17,174769400,7,1,7,3,1,1
18,104566100,7,5,7,7,1,1
19,91410400,4,7,2,5,3,0
20,95055000,7,3,7,1,1,0
21,84731300,0,1,1,0,2,1
22,85240900,4,0,5,1,3,1
23,119297100,1,0,0,0,0,0
24,58966800,0,0,2,2,3,1
25,76111300,5,1,4,2,2,0
26,96060300,2,2,2,0,1,0
27,74700800,1,7,3,5,2,1
28,163767200,4,2,5,1,2,1
29,107199800,2,0,2,1,1,1
30,83495600,7,7,7,5,1,0
31,114164400,3,5,5,5,0,1
32,102481700,5,5,3,5,0,0
33,222321600,5,1,5,2,1,1
34,111262000,7,1,6,0,3,0
35,159618000,5,2,6,3,3,1
36,147658000,6,3,7,3,0,1
37,109436400,2,1,4,3,3,1
38,91071800,6,0,5,1,2,0
39,70536700,5,1,5,0,1,0
40,86220700,7,3,7,1,1,0
41,84819900,7,1,7,3,1,1
42,91984900,7,5,7,7,1,1
43,79768700,7,7,7,5,1,0
44,163440500,7,3,7,1,1,0
45,78293400,7,1,7,3,1,1
46,69330400,7,5,7,7,1,1
47,97233100,7,3,6,4,2,0
48,127959600,5,0,4,0,0,0
49,66654100,7,7,7,6,1,0
50,90618000,4,0,3,0,0,0
51,94132400,3,0,4,1,3,1
52,78805300,4,1,5,1,0,1
53,105241800,5,1,4,2,2,0
54,170453100,7,6,7,5,1,0
55,61697400,4,2,3,2,0,0
56,95387500,7,5,7,6,1,1
57,91125200,3,2,1,4,2,0
58,113421200,7,6,7,5,1,0
59,79577600,7,5,7,4,1,0
60,109104100,1,4,2,5,3,1
61,94744200,7,4,7,5,1,1
62,94047100,2,5,2,4,1,0
63,90966500,7,5,7,4,1,0
64,94364100,7,4,7,5,1,1
65,90125000,7,5,7,6,1,1
66,94585900,2,4,2,5,1,1
67,117678100,2,5,2,4,1,0
68,118240100,2,4,0,4,0,0
69,115967600,7,6,7,7,1,1
70,100202300,0,4,1,3,2,1
71,124507000,1,3,0,3,0,0
72,96940800,0,3,1,3,0,1
73,124973500,1,3,2,3,0,1
74,157596700,2,3,1,3,0,0
75,91714200,1,3,2,4,3,1
76,97071900,2,4,3,3,2,1
77,99575800,3,3,3,0,1,0
78,113071000,3,0,4,0,0,1
79,87743100,4,0,5,1,3,1
80,166989700,5,1,4,0,3,0
81,115193000,4,0,3,1,2,0
82,108253500,7,7,7,6,1,0
83,115287000,7,6,6,5,3,0
84,141140200,3,1,2,2,2,0
85,140150700,6,5,7,6,3,1
86,143768000,7,6,7,7,1,1
87,151245900,2,2,1,3,2,0
88,114567700,1,3,2,2,2,1
89,84283800,2,2,3,1,2,1
90,119283300,3,1,4,2,3,1
91,126815100,4,2,3,1,3,0
92,111032800,3,1,2,0,3,0
93,157648300,2,0,1,0,0,0
94,104312800,1,0,2,0,0,1
95,110708700,2,0,3,0,0,1
96,111348700,3,0,4,0,0,1
97,83022100,4,0,5,0,0,1
98,102360300,5,0,4,0,0,0
99,151588800,4,0,5,1,3,1
100,161819800,7,7,7,6,1,0
101,156702700,5,1,4,2,2,0
102,169636600,7,6,7,5,1,0
103,141791700,7,5,7,4,1,0
104,196978100,4,2,5,2,0,1
105,156246600,5,2,3,0,3,0
106,146458000,3,0,2,1,2,0
107,152911600,2,1,1,2,2,0
108,111690800,1,2,0,2,0,0
109,134809700,7,4,7,5,1,1
110,105009000,0,2,0,1,1,0
111,133153000,7,5,7,4,1,0
112,159240800,0,1,1,0,2,1
113,158313400,7,4,6,5,2,0
114,104683400,1,0,0,0,0,0
115,133181200,6,5,5,6,2,0
116,140682800,5,6,4,7,2,0
117,131211800,0,0,0,1,1,1
118,142693600,0,1,0,0,1,0
119,150679600,4,7,3,7,0,0
120,180797500,0,0,0,1,1,1
121,183625700,0,1,1,0,2,1
122,130597500,3,7,4,7,0,1
123,188988800,1,0,0,1,2,0
124,126465800,4,7,5,7,0,1
125,156194800,0,1,0,0,1,0
126,164005900,5,7,6,7,0,1
127,150845300,6,7,5,7,0,0
128,167040400,5,7,5,5,1,0
129,157227700,0,0,1,0,0,1
130,172349400,1,0,0,0,0,0
131,131998000,0,0,1,0,0,1
132,165610000,1,0,0,1,2,0
133,188778900,5,5,4,5,0,0
134,180649300,4,5,4,4,1,0
135,159578300,4,4,6,6,3,1
136,177702300,6,6,6,7,1,1
137,145897300,6,7,5,7,0,0
138,174367900,5,7,6,6,2,1
139,158546300,6,6,5,7,2,0
140,160090600,5,7,4,6,3,0
141,152627300,4,6,2,6,0,0
142,149233200,0,1,1,0,2,1
143,170689100,1,0,2,0,0,1
144,138991900,2,6,3,7,3,1
145,142421600,3,7,2,7,0,0
146,129868200,2,0,2,2,1,1
147,147651700,2,2,5,5,3,1
148,168576800,2,7,3,7,0,1
149,153147300,3,7,4,7,0,1
150,125051300,4,7,4,5,1,0
