Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,58801900,2,7,0,5,3,0
1,53864800,3,0,5,2,3,1
2,67820300,1,0,1,2,1,1
3,50828400,3,7,5,5,2,1
4,60847800,5,5,2,5,0,0
5,48836900,5,2,6,3,3,1
6,41858700,1,2,0,3,2,0
7,46897300,2,5,4,5,0,1
8,42854900,6,3,5,2,3,0
9,54809100,4,7,2,5,3,0
10,86708600,1,7,4,7,0,1
11,54857900,5,2,6,2,0,1
12,54857500,6,2,7,2,0,1
13,53843600,7,2,5,2,0,0
14,72756800,2,5,2,3,1,0
15,71759400,2,3,2,1,1,0
16,75745100,4,7,2,5,3,0
17,73752700,5,2,6,3,3,1
18,94683200,2,1,0,1,0,0
19,95725900,0,3,4,3,0,1
20,76745800,4,3,2,1,3,0
21,76739200,4,0,4,2,1,1
22,58855300,6,0,4,0,0,0
23,72758100,6,3,6,1,1,0
24,90699800,4,2,2,0,3,0
25,77790100,4,5,5,4,2,1
26,49842400,6,7,7,7,0,1
27,80775000,5,4,4,5,2,0
28,41858500,7,7,6,7,0,0
29,65822700,4,5,4,3,1,0
30,70763300,2,5,0,7,2,0
31,62834500,0,5,3,5,0,1
32,46843700,4,3,3,3,0,0
33,59801000,3,5,1,5,0,0
34,65778500,3,3,2,3,0,0
35,49831700,1,5,3,5,0,1
36,102647300,3,5,1,7,2,0
37,39867300,6,7,6,6,1,0
38,69767400,1,7,3,7,0,1
39,49884000,2,3,2,7,1,1
40,55860700,2,7,1,6,3,0
41,73752900,6,6,5,5,3,0
42,60841000,3,7,4,7,0,1
43,69765300,5,5,6,4,2,1
44,68769800,6,4,6,3,1,0
45,60797300,2,1,3,0,2,1
46,71759200,0,1,0,0,1,0
47,57856600,4,7,5,7,0,1
48,48869000,6,3,5,3,0,0
49,64830400,5,3,4,4,2,0
50,60800400,1,6,2,5,2,1
51,78734800,2,5,4,5,0,1
52,42854100,4,5,3,5,0,0
53,79732000,5,7,5,6,1,0
54,59829000,0,0,0,1,1,1
55,45847600,3,0,4,1,3,1
56,56808400,4,1,3,2,2,0
57,67772000,3,5,2,6,2,0
58,48840000,0,1,1,0,2,1
59,39866800,2,6,1,6,0,0
60,55861300,1,0,1,2,1,1
61,65830000,1,6,0,7,2,0
62,39914700,1,2,1,3,1,1
63,46841900,3,2,2,1,3,0
64,56850400,0,7,2,5,2,1
65,64784600,1,3,2,3,0,1
66,71793600,2,1,3,0,2,1
67,64784800,2,3,2,6,1,1
68,60841900,2,6,1,7,2,0
69,45864200,3,0,5,0,0,1
70,41859500,2,5,2,4,1,0
71,47892800,2,4,3,3,2,1
72,47840200,3,3,5,3,0,1
73,109633200,1,7,0,6,3,0
74,68768400,5,0,7,0,0,1
75,56810300,7,0,6,1,2,0
76,62790200,6,1,5,0,3,0
77,60794900,5,0,4,1,2,0
78,68771000,5,3,5,4,1,1
79,66775300,5,4,5,2,1,0
80,74747700,5,2,6,1,2,1
81,42858700,4,1,2,3,2,0
82,77742200,2,3,2,4,1,1
83,47840800,0,6,1,7,3,1
84,58852300,2,4,2,3,1,0
85,97717300,6,1,5,1,0,0
86,110629900,2,3,1,2,3,0
87,124581700,1,7,2,7,0,1
88,61782400,2,7,1,7,0,0
89,56809800,1,2,2,3,3,1
90,54864900,1,7,0,7,0,0
91,52873400,2,3,1,4,2,0
92,47839100,5,1,7,3,3,1
93,52828600,1,4,2,3,2,1
94,56794600,2,3,0,3,0,0
95,99666600,7,3,5,3,0,0
96,59798400,5,3,5,2,1,0
97,69764200,0,3,1,2,2,1
98,87705000,1,2,3,2,0,1
99,48843200,5,2,5,1,1,0
100,57830700,0,7,1,7,0,1
101,71760200,1,7,0,7,0,0
102,63788300,5,1,5,0,1,0
103,76743600,5,0,3,0,0,0
104,77729500,3,2,3,4,1,1
105,71758300,3,4,4,4,0,1
106,201328400,4,4,3,3,3,0
