Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,64773100,7,3,5,1,3,0
1,55892500,0,3,2,1,2,1
2,63859500,5,1,1,1,0,0
3,61834000,0,5,0,0,1,0
4,59874700,0,4,2,6,3,1
5,56848700,7,4,5,2,3,0
6,59838700,0,1,2,3,3,1
7,60878900,2,1,5,1,0,1
8,56883100,7,5,5,7,2,0
9,55891000,5,1,2,1,0,0
10,55091800,7,1,7,4,1,1
11,46919000,7,6,4,6,0,0
12,47910400,5,7,6,6,2,1
13,48870100,1,1,4,4,3,1
14,46874400,0,6,3,6,0,1
15,48913000,5,2,4,3,2,0
16,42987900,0,0,2,0,0,1
17,38934600,6,6,7,7,3,1
18,69865600,7,7,6,7,0,0
19,48930100,7,4,6,3,3,0
20,32950100,6,7,7,7,0,1
21,35939800,6,3,7,4,3,1
22,30953000,3,6,5,4,2,1
23,26970100,5,4,5,5,1,1
24,29956900,7,4,6,4,0,0
25,34081800,7,2,6,1,3,0
26,27964400,6,4,4,2,3,0
27,28921100,5,5,7,3,2,1
28,30918400,7,7,6,7,0,0
29,31141200,7,3,6,2,3,0
30,29958200,6,2,5,1,3,0
31,30919000,5,1,6,0,2,1
32,25931900,6,0,7,0,0,1
33,30118500,6,7,7,6,2,1
34,30956400,7,6,5,6,0,0
35,27912200,7,0,7,1,1,1
36,41252700,7,1,7,2,1,1
37,37085900,7,2,7,3,1,1
38,39235200,5,6,3,6,0,0
39,33942900,7,3,6,2,3,0
40,34943000,6,2,5,1,3,0
41,79806500,5,1,5,3,1,1
42,37939000,3,6,2,5,3,0
43,34947400,2,5,3,6,3,1
44,38895600,3,6,4,7,3,1
45,50863200,5,3,4,2,3,0
46,40867100,4,2,2,4,2,0
47,41889000,2,4,1,4,0,0
48,35903400,1,4,2,4,0,1
49,35938900,2,4,3,5,3,1
50,33945900,3,5,4,6,3,1
