Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,94029200,2,7,2,5,1,0
1,98775200,4,7,4,5,1,0
2,113693300,5,0,5,2,1,1
3,110748700,6,7,6,5,1,0
4,138019200,3,0,3,2,1,1
5,150596100,6,0,6,2,1,1
6,142618800,4,5,2,3,3,0
7,140624200,2,0,4,2,3,1
8,97950500,6,2,2,6,2,0
9,136680500,2,5,2,1,1,0
10,103762300,1,0,0,1,2,0
11,111741700,3,7,3,5,1,0
12,135861500,2,6,1,5,3,0
13,107729800,1,7,4,4,2,1
14,89761200,4,4,6,2,2,1
15,120718500,2,3,4,3,0,1
16,111744700,4,2,4,6,1,1
17,99734700,3,2,2,3,2,0
18,87764900,3,5,0,2,3,0
19,80831500,0,2,2,0,2,1
20,99764200,2,0,3,1,3,1
21,96784800,1,5,2,6,3,1
22,90767200,3,1,3,2,1,1
23,64826100,3,2,3,1,1,0
24,55900500,2,3,1,4,2,0
25,54889700,2,1,6,1,0,1
26,73802400,6,2,4,2,0,0
27,71851300,4,3,6,3,0,1
28,73803600,4,0,4,3,1,1
29,78827800,4,2,4,5,1,1
30,64673200,4,6,5,7,3,1
31,67857600,2,6,1,6,0,0
32,46874700,1,6,2,6,0,1
33,67862400,0,1,1,0,2,1
34,60873100,1,0,1,2,1,1
35,63881400,5,7,4,7,0,0
36,100732200,1,4,2,4,0,1
37,80822700,4,7,5,7,0,1
38,85816800,1,2,1,1,1,0
39,59879900,5,7,6,7,0,1
40,69852600,6,7,5,7,0,0
41,158574800,5,7,3,5,3,0
42,92787900,3,1,4,0,2,1
43,79787900,1,1,2,2,3,1
44,172537300,6,3,7,4,3,1
45,112697400,7,4,6,3,3,0
46,115691700,4,5,5,6,3,1
47,146651600,3,5,3,6,1,1
48,95778700,6,3,4,5,2,0
49,118641600,4,0,4,4,1,1
