Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,33140200,5,0,5,3,1,1
1,31709000,5,7,3,5,3,0
2,36257000,4,0,2,2,2,0
3,45418700,3,7,5,5,2,1
4,40095000,2,0,2,4,1,1
5,38472200,2,4,5,4,0,1
6,40097200,5,4,7,4,0,1
7,59853200,2,7,0,5,3,0
8,51549300,0,5,0,3,1,0
9,49427700,3,5,5,5,0,1
10,44057100,0,3,2,5,3,1
11,51865100,6,0,5,1,2,0
12,58632200,5,1,4,2,2,0
13,81674100,4,2,6,4,3,1
14,39527700,6,4,4,4,0,0
15,37346800,5,5,6,4,2,1
16,45135600,3,0,4,1,3,1
17,52373800,1,0,0,1,2,0
18,80461800,6,4,6,2,1,0
