Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1658463200,2,0,0,2,2,0
1,3226284500,5,7,7,5,2,1
2,1459175900,1,7,3,5,2,1
3,2019304100,6,7,2,7,0,0
4,2431882000,7,5,5,5,0,0
5,1938532100,3,7,6,7,0,1
6,2320255400,4,0,0,0,0,0
7,7757154100,4,7,4,6,1,0
8,7533855300,4,6,7,3,2,1
9,2603310400,5,5,3,5,0,0
10,1273792400,3,5,3,7,1,1
11,1420307300,2,7,3,6,2,1
12,3285036700,0,0,2,2,3,1
13,1606639300,3,6,3,3,1,0
14,1560833900,3,3,0,3,0,0
15,1254862600,3,0,1,2,2,0
16,1397334900,3,7,0,7,0,0
17,1894675400,2,2,1,1,3,0
18,1870518800,1,1,1,4,1,1
19,1552870200,0,7,2,7,0,1
20,1998330800,1,4,1,7,1,1
21,4133204700,1,0,0,1,2,0
22,9550126400,1,2,4,2,0,1
23,3017925800,6,7,3,7,0,0
24,3155512200,3,7,0,7,0,0
25,3372741800,0,7,0,4,1,0
26,1775073000,4,2,7,2,0,1
27,1272752200,1,7,0,6,3,0
28,1582717800,7,2,6,1,3,0
29,1829893500,6,0,5,0,0,0
30,1019594300,0,6,0,3,1,0
31,1425383900,0,1,1,2,3,1
32,1445225400,6,1,6,0,1,0
33,2240576200,5,0,3,2,2,0
34,3797381400,0,4,1,4,0,1
35,1654475400,0,3,3,6,3,1
36,1452078500,1,4,2,4,0,1
37,1951523400,2,4,1,3,3,0
38,2222580700,3,2,5,2,0,1
39,2429888600,1,2,0,1,3,0
40,1728231100,3,6,2,7,2,0
41,1507967700,5,2,7,2,0,1
42,1094348600,7,2,4,2,0,0
43,1152201700,0,1,2,1,0,1
44,2445835400,1,3,0,3,0,0
45,12073653300,2,1,3,1,0,1
46,2633983800,6,0,7,0,0,1
47,3902347500,3,1,3,0,1,0
48,6058779700,7,0,7,1,1,1
49,3256183700,0,3,0,4,1,1
50,6041833500,7,1,7,0,1,0
51,5163766100,2,7,3,6,2,1
52,3387694500,0,4,1,4,0,1
53,1710337500,3,6,4,5,2,1
