Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,20023700,0,2,2,0,2,1
1,16595300,7,2,5,0,3,0
2,18383100,0,5,2,7,3,1
3,23688600,0,3,2,5,3,1
4,9733100,7,5,6,6,2,0
5,33747600,6,6,6,2,1,0
6,19077700,7,3,5,5,2,0
7,17970100,0,6,2,6,0,1
8,17420000,7,4,5,2,3,0
9,15567000,5,0,5,2,1,1
10,19901100,7,6,5,6,0,0
11,29443600,5,6,1,2,3,0
12,31560500,0,1,1,0,2,1
13,28726000,0,4,3,7,3,1
14,34934900,3,7,6,7,0,1
15,31813600,1,2,4,5,3,1
16,34880300,2,7,4,7,0,1
17,41217000,7,1,7,2,1,1
18,36422600,5,2,6,1,2,1
19,52996100,6,1,5,2,2,0
20,34126600,6,7,7,6,2,1
21,28462600,7,6,5,4,3,0
