Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,115038300,2,0,0,2,2,0
1,109531400,0,2,2,4,3,1
2,106797600,5,0,3,2,2,0
3,102504100,6,0,2,0,0,0
4,116285700,4,0,6,2,3,1
5,140160400,3,0,1,2,2,0
6,97615100,2,0,2,2,1,1
7,93210100,1,0,2,0,0,1
8,134303500,6,2,4,0,3,0
9,96115300,4,0,4,2,1,1
10,117498100,3,7,1,5,3,0
11,148567600,4,2,6,0,2,1
12,99104800,2,2,4,2,0,1
13,117689300,1,2,3,2,0,1
14,104709500,2,0,5,3,3,1
15,130479300,3,2,2,3,2,0
16,103349100,4,2,6,4,3,1
17,102895400,6,4,4,2,3,0
18,105474900,4,7,5,6,2,1
19,88958500,5,7,6,6,2,1
20,104485800,4,2,2,0,3,0
21,88101200,5,3,7,5,3,1
22,109360900,1,5,1,3,1,0
23,118471800,1,3,0,4,2,0
24,84132400,7,5,5,7,2,0
25,99657300,6,0,6,4,1,1
26,93390800,0,4,1,3,2,1
27,111888700,1,7,1,5,1,0
28,94148000,1,5,2,6,3,1
29,112031500,5,7,7,7,0,1
30,94765300,6,4,7,4,0,1
31,111267900,7,7,5,7,0,0
32,108497100,2,6,5,6,0,1
33,99286700,5,7,7,5,2,1
34,72498900,7,5,6,5,0,0
35,142328800,7,4,4,7,2,0
36,120447800,6,5,7,5,0,1
37,96656300,4,7,3,6,3,0
38,78327600,1,3,3,5,3,1
39,51254200,3,5,5,7,3,1
