Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,50855800,1,7,7,7,0,1
1,57830700,4,7,2,5,3,0
2,52568200,2,5,0,3,3,0
3,37340800,6,7,4,5,3,0
4,44933700,3,7,2,6,3,0
5,35145300,1,0,3,2,3,1
6,52499300,3,2,5,2,0,1
7,45012200,2,6,3,7,3,1
8,38596300,3,0,3,2,1,1
9,41394400,5,2,7,2,0,1
10,17028100,2,0,1,1,2,0
11,25972200,3,7,3,5,1,0
12,25092800,5,0,3,2,2,0
13,21769500,7,2,5,4,2,0
14,20450900,1,1,4,4,3,1
15,26123300,7,7,5,7,0,0
16,73644900,5,7,3,7,0,0
17,24543600,4,4,4,3,1,0
18,23307500,4,3,4,4,1,1
19,25134900,5,4,7,2,2,1
20,24377000,3,7,2,6,3,0
21,32313700,2,6,1,5,3,0
22,30642800,7,2,6,1,3,0
23,50037600,6,0,4,2,2,0
24,42925300,1,5,2,6,3,1
25,48072600,4,2,3,1,3,0
26,50083600,3,1,5,1,0,1
