Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,29442200,0,4,2,2,2,1
1,29722600,0,2,0,7,1,1
2,26016700,7,5,5,7,2,0
3,25577400,7,3,5,3,0,0
4,25541900,7,2,4,5,2,0
5,37721000,0,6,2,4,2,1
6,33283500,0,7,0,3,1,0
7,57539700,2,2,4,0,2,1
8,48281400,0,1,1,0,2,1
9,52178300,0,5,3,2,2,1
10,55068200,4,5,5,5,0,1
11,41159800,0,3,0,2,1,0
12,32952300,5,7,2,7,0,0
13,37980800,0,2,3,2,0,1
14,32734800,4,0,5,1,3,1
15,28121400,2,4,0,2,3,0
16,33430700,3,2,2,3,2,0
17,35521200,2,3,1,4,2,0
18,32300800,5,5,3,5,0,0
19,50026300,5,1,3,3,2,0
20,39431400,5,3,5,2,1,0
21,41424100,3,5,5,7,3,1
22,53329000,3,3,3,4,1,1
23,50593300,2,7,3,6,2,1
24,40291100,5,2,5,4,1,1
25,46577200,3,4,1,6,2,0
26,66828200,7,1,4,4,2,0
27,43421200,4,4,2,6,2,0
