Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,134143700,4,0,4,2,1,1
1,94136500,1,0,1,2,1,1
2,108060600,1,7,1,5,1,0
3,80925400,3,0,0,3,2,0
4,90551900,4,7,2,5,3,0
5,94214200,6,7,3,4,3,0
6,96315800,5,7,5,5,1,0
7,164443300,3,7,5,7,0,1
8,86977700,2,5,5,5,0,1
9,70463000,1,5,1,7,1,1
10,88727700,1,7,1,5,1,0
11,84896000,5,7,3,5,3,0
12,81956800,3,5,1,7,2,0
13,72598100,0,3,2,1,2,1
14,71854100,2,1,0,1,0,0
15,57189600,0,1,2,3,3,1
16,76238900,2,3,4,5,3,1
17,65493300,4,5,5,6,3,1
18,79235200,1,5,3,5,0,1
19,68333300,5,6,3,4,3,0
20,77388600,3,4,5,6,3,1
21,74412700,5,6,6,7,3,1
22,79273800,1,7,1,6,1,0
23,369712800,1,6,0,5,3,0
24,62862600,6,7,6,4,1,0
25,58505800,6,4,7,3,2,1
26,64210400,7,3,6,2,3,0
27,96591200,0,5,1,6,3,1
28,76969200,6,2,5,3,2,0
29,93533800,1,6,2,7,3,1
30,78463300,5,3,5,4,1,1
31,73785100,5,4,7,6,3,1
32,73561800,2,7,5,7,0,1
33,62494000,7,6,6,7,2,0
