Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,115228000,0,2,2,0,2,1
1,97419000,7,5,4,2,3,0
2,91515100,0,5,2,7,3,1
3,121721200,7,2,5,0,3,0
4,167531200,7,4,5,6,2,0
5,142566900,5,6,1,2,3,0
6,105353300,0,1,3,4,3,1
7,143291400,0,4,2,4,0,1
8,80862400,7,3,5,5,2,0
9,80562300,3,4,3,5,1,1
10,128538400,3,5,5,5,0,1
11,111773400,1,2,3,0,2,1
12,99739700,2,0,6,0,0,1
13,86550700,7,6,5,6,0,0
14,109544100,2,4,3,5,3,1
15,79468800,3,5,3,3,1,0
16,81558400,5,0,6,1,3,1
17,192860900,5,6,3,6,0,0
18,87610400,3,3,2,3,0,0
19,123606600,5,5,3,5,0,0
20,200137500,6,1,4,1,0,0
21,110718800,2,3,2,1,1,0
22,108395500,2,7,2,5,1,0
23,188106400,4,1,6,3,3,1
24,147629600,2,1,0,3,2,0
25,95167100,4,2,2,0,3,0
26,90741500,7,1,6,1,0,0
27,168677300,2,5,0,7,2,0
28,85010600,3,5,3,2,1,0
29,143282200,0,3,2,5,3,1
30,104953700,0,7,3,4,2,1
31,159696300,3,4,0,7,2,0
32,106914600,0,6,1,7,3,1
33,158491200,3,6,5,6,0,1
