Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,80777800,4,0,4,2,1,1
1,68817700,3,7,1,5,3,0
2,67775300,2,0,5,3,3,1
3,82757500,1,7,1,4,1,0
4,104658100,5,7,3,5,3,0
5,69767500,4,2,1,2,0,0
6,63784800,1,0,3,2,3,1
7,87704800,1,4,3,4,0,1
8,110631400,4,7,5,6,2,1
9,110627500,5,3,6,4,3,1
10,77741000,2,7,4,5,2,1
11,75780100,6,4,5,5,2,0
12,75789700,5,5,6,4,2,1
13,114623900,5,6,2,6,0,0
14,74751100,3,5,0,5,0,0
15,73754700,3,2,3,6,1,1
16,76744600,6,4,2,4,0,0
17,76789900,5,0,1,0,0,0
18,69812900,3,4,0,4,0,0
19,74749700,2,6,4,4,2,1
20,92738100,2,4,5,1,2,1
21,91693100,1,0,5,0,0,1
22,84717200,5,0,6,1,3,1
23,77740700,3,6,3,2,1,0
24,79731600,0,5,0,2,1,0
25,83719800,5,1,4,0,3,0
26,87695400,0,4,0,6,1,1
27,87757000,1,2,4,5,3,1
28,97674300,6,7,7,6,2,1
29,93687100,6,1,7,2,3,1
30,79733400,3,2,2,3,2,0
31,88746300,2,3,3,2,2,1
32,80728000,3,0,2,1,2,0
33,89700800,0,2,1,1,2,1
34,96724800,3,2,2,3,2,0
35,163503400,4,5,6,3,2,1
36,86753400,2,1,4,3,3,1
37,87751800,4,3,6,5,3,1
38,88701300,1,1,3,3,3,1
39,84716700,4,4,5,3,2,1
40,85766700,6,5,4,5,0,0
41,92688200,6,3,3,6,2,0
42,82764300,1,5,3,5,0,1
43,101659600,0,6,0,4,1,0
44,110631900,4,5,2,5,0,0
45,103651100,4,0,2,2,2,0
46,138588600,0,4,0,6,1,1
47,101662200,3,5,5,7,3,1
48,82724100,3,3,3,5,1,1
49,108637200,2,3,2,1,1,0
50,209299600,5,3,5,5,1,1
51,73753500,2,5,2,3,1,0
52,77787400,7,6,7,5,1,0
53,78774500,5,5,5,3,1,0
54,70739400,3,5,1,3,3,0
55,70762000,2,3,4,5,3,1
56,73753000,4,5,6,3,2,1
57,77783900,5,3,2,3,0,0
58,66779100,7,5,4,5,0,0
59,67772400,4,5,2,7,2,0
60,74750700,2,7,1,6,3,0
61,75747900,5,7,6,6,2,1
62,69764100,0,6,0,7,1,1
63,62838400,6,3,7,4,3,1
64,66774300,6,0,4,2,2,0
65,75745000,1,3,2,3,0,1
66,74800100,4,2,5,1,2,1
67,74748600,7,4,5,6,2,0
68,74751600,5,6,4,7,2,0
69,71760800,2,3,4,3,0,1
70,66782700,5,1,4,0,3,0
71,60850000,4,3,5,4,3,1
72,69816200,5,4,5,3,1,0
73,66774900,5,3,5,4,1,1
74,66773500,1,6,1,5,1,0
75,101709500,5,4,3,4,0,0
76,68768400,4,7,5,6,2,1
77,56861500,3,4,4,4,0,1
78,50830400,1,5,0,6,2,0
79,47837600,4,4,5,5,3,1
80,45893000,5,6,6,5,2,1
81,45847200,6,5,5,6,2,0
82,43856000,5,5,4,5,0,0
83,47841800,5,6,3,4,3,0
84,57808600,0,6,1,6,0,1
85,57853200,4,5,3,5,0,0
86,50828400,3,4,2,3,3,0
87,51813200,2,3,0,3,0,0
88,50830400,0,3,0,4,1,1
89,995600,1,6,0,5,3,0
