Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,222427200,5,7,5,4,1,0
1,159692700,3,0,1,2,2,0
2,143944200,5,0,3,2,2,0
3,199420700,2,7,0,5,3,0
4,341001300,4,7,4,5,1,0
5,164062900,6,0,6,2,1,1
6,141375500,6,2,2,6,2,0
7,235888600,5,4,5,2,1,0
8,182255800,3,7,3,4,1,0
9,250141400,0,5,1,6,3,1
10,156532200,6,7,6,6,1,0
11,218350900,1,0,1,5,1,1
12,237240700,1,5,3,3,2,1
13,194133300,6,6,4,6,0,0
14,189515100,4,6,6,4,2,1
15,165593300,3,4,1,4,0,0
16,246725300,5,2,3,4,2,0
17,194080700,6,4,6,3,1,0
18,206513300,6,3,3,3,0,0
19,146915500,3,3,3,6,1,1
20,154687000,3,2,5,2,0,1
21,195092400,5,2,4,1,3,0
22,231245000,4,1,5,2,3,1
23,164589600,5,2,5,4,1,1
24,167239500,5,4,5,2,1,0
25,200983500,3,4,5,4,0,1
26,161361700,5,2,2,5,2,0
27,237825800,2,5,4,3,2,1
28,281132600,4,3,6,1,2,1
29,195029900,5,4,5,6,1,1
30,152075500,5,6,3,4,3,0
31,190457600,6,1,6,2,1,1
32,185972400,6,2,3,5,2,0
33,191354000,3,5,3,2,1,0
34,193542700,3,4,5,6,3,1
35,195236000,3,2,3,4,1,1
36,147767400,5,6,6,5,2,1
37,157398700,1,6,4,3,2,1
38,111033000,4,3,6,3,0,1
39,106645800,3,6,2,6,0,0
40,181093300,2,6,3,6,0,1
41,118069200,1,4,1,6,1,1
42,250871300,6,5,5,6,2,0
43,119368600,5,6,6,5,2,1
44,202461700,6,3,6,1,1,0
45,81159400,6,5,6,3,1,0
46,187788100,3,4,4,4,0,1
47,175074900,4,4,6,4,0,1
48,199379700,6,3,6,6,1,1
49,129964400,3,6,4,5,2,1
50,180449000,1,2,2,2,0,1
51,193250500,6,1,4,3,2,0
52,249644800,2,2,1,3,2,0
53,186144900,6,4,5,4,0,0
54,154799500,5,4,6,4,0,1
55,188005700,6,4,6,2,1,0
56,202119300,4,3,4,1,1,0
57,241515000,4,1,4,3,1,1
58,199781200,4,3,4,1,1,0
59,157072500,6,2,5,3,2,0
60,204937300,6,6,6,5,1,0
61,249237400,5,3,3,3,0,0
62,200785600,4,1,5,1,0,1
63,171012400,6,5,6,6,1,1
64,168687600,1,3,1,1,1,0
65,290608800,3,3,3,2,1,0
66,200980900,4,5,5,4,2,1
67,213111700,1,6,2,5,2,1
68,239166500,5,4,4,5,2,0
69,245350800,4,5,5,4,2,1
70,378942800,2,5,1,4,3,0
71,208427600,5,1,6,2,3,1
72,259741500,5,4,3,4,0,0
73,313103300,3,4,3,6,1,1
74,230715600,6,2,5,3,2,0
75,182473000,3,2,3,4,1,1
76,213782300,5,3,6,4,3,1
77,210907900,6,4,6,2,1,0
78,164803300,6,2,6,4,1,1
79,307578500,1,4,1,6,1,1
80,189426900,3,4,3,2,1,0
81,416399300,3,2,4,1,2,1
82,220541200,3,6,3,4,1,0
83,264149100,1,6,1,4,1,0
84,318182100,6,6,5,6,0,0
85,333101800,5,6,3,6,0,0
86,321735300,6,4,5,5,2,0
87,150820700,3,6,2,6,0,0
88,249642700,3,4,3,3,1,0
89,220592600,3,3,4,3,0,1
90,249416500,2,6,3,5,2,1
91,215419300,4,3,3,3,0,0
92,217893600,4,1,5,2,3,1
93,187978200,5,2,6,3,3,1
94,199937600,3,3,3,1,1,0
95,206226700,6,3,5,3,0,0
96,193564100,1,4,1,6,1,1
97,182328000,5,3,4,3,0,0
98,192802600,4,3,6,1,2,1
99,222181900,6,1,4,3,2,0
100,278619100,5,5,6,4,2,1
101,347700300,3,5,4,5,0,1
102,284685200,4,3,6,1,2,1
103,276148800,1,6,2,6,0,1
104,307252700,2,6,1,6,0,0
105,266696500,6,4,6,6,1,1
106,268962100,6,1,6,3,1,1
107,255791300,1,6,1,3,1,0
108,220548700,4,5,4,4,1,0
109,163811300,4,4,3,5,2,0
110,243077200,6,3,6,1,1,0
111,265032200,1,3,1,5,1,1
112,255320000,6,6,6,4,1,0
113,275652900,3,5,4,4,2,1
114,225277100,1,5,1,3,1,0
115,171028900,6,1,5,2,2,0
116,187757000,4,4,4,6,1,1
117,226375700,1,3,1,5,1,1
118,261094700,4,6,3,6,0,0
119,348927100,1,5,1,3,1,0
120,188815500,3,6,4,6,0,1
121,303119200,6,4,6,5,1,1
122,344351700,6,5,6,4,1,0
123,230662200,5,2,5,1,1,0
124,160409800,4,6,4,5,1,0
125,222533000,1,3,2,3,0,1
126,299550600,6,4,6,6,1,1
127,214115800,4,5,3,6,2,0
128,215944000,2,3,3,3,0,1
129,307216200,3,6,4,5,2,1
130,529605700,4,5,5,4,2,1
131,325744200,6,6,5,6,0,0
132,378142600,3,3,2,3,0,0
133,332382900,5,4,6,4,0,1
134,288594200,6,4,6,3,1,0
135,282685500,6,3,5,4,2,0
136,554946100,5,4,4,3,3,0
137,309235000,5,1,6,2,3,1
138,410505800,4,3,5,4,3,1
139,279923800,5,4,4,4,0,0
140,305278400,3,1,4,2,3,1
141,373447900,4,2,3,1,3,0
142,322338700,2,3,1,4,2,0
143,350251900,5,6,3,6,0,0
144,183625200,1,4,1,6,1,1
145,272235600,4,4,6,6,3,1
146,261152700,3,6,3,4,1,0
147,322047200,3,4,3,6,1,1
148,285202200,1,1,1,3,1,1
149,292774700,3,6,4,5,2,1
