Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1112890200,5,7,5,5,1,0
1,1687793300,1,7,3,5,2,1
2,1809161700,3,0,1,2,2,0
3,1588269700,2,0,4,2,3,1
4,1846881700,6,7,2,7,0,0
5,2238123100,1,0,1,2,1,1
6,1784906900,3,7,1,5,3,0
7,1924970800,5,5,7,3,2,1
8,1715572300,4,0,6,2,3,1
9,1572044400,7,3,6,4,2,0
10,2008236700,4,7,4,4,1,0
11,2114195400,3,5,3,6,1,1
12,1820738300,4,4,0,4,0,0
13,1400649600,4,2,0,6,2,0
14,1329868000,6,0,3,3,2,0
15,1713439100,3,3,0,6,2,0
16,1116317400,0,6,2,4,2,1
17,1133564200,3,6,1,6,0,0
18,1292884600,1,5,3,3,2,1
19,1937882000,2,4,4,4,0,1
20,1060250800,6,2,6,6,1,1
21,1537854100,6,4,6,0,1,0
22,790632100,6,0,6,3,1,1
23,690494400,6,6,7,5,2,1
24,757045700,1,6,1,4,1,0
