Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,125459500,7,5,5,7,2,0
1,129554400,7,2,5,0,3,0
2,93997200,5,7,6,6,2,1
3,119818800,7,4,7,0,1,0
4,93102000,6,6,5,5,3,0
5,131487000,5,5,4,4,3,0
6,111994900,0,4,2,4,0,1
7,73868900,0,6,2,6,0,1
8,90693500,2,4,2,2,1,0
9,174633800,5,0,5,3,1,1
10,101085800,2,6,3,7,3,1
11,105338800,2,2,2,3,1,1
12,106748700,3,7,3,4,1,0
13,142542000,2,3,6,7,3,1
14,219799100,7,6,5,4,3,0
15,181346400,0,3,2,3,0,1
16,166888500,2,3,2,2,1,0
17,128385500,5,3,5,6,1,1
18,204985200,5,4,1,4,0,0
19,87094000,4,4,1,4,0,0
20,189393400,3,4,1,4,0,0
21,101050700,2,2,0,2,0,0
22,63540600,1,4,0,3,3,0
23,92700700,5,6,6,6,0,1
24,83764900,0,3,1,4,3,1
25,76653400,0,1,0,3,1,1
26,84233000,6,7,4,7,0,0
27,118699900,1,4,2,4,0,1
28,108205400,0,3,0,1,1,0
29,106600800,4,7,6,5,2,1
30,94713400,6,5,6,2,1,0
31,131178300,6,6,5,7,2,0
32,146245700,7,1,5,1,0,0
33,108402500,0,2,0,0,1,0
34,76931500,0,0,1,1,3,1
35,58995700,1,1,0,0,3,0
36,96960200,7,0,5,0,0,0
37,64066600,5,7,4,7,0,0
38,60443900,5,1,6,2,3,1
39,138655300,0,0,0,2,1,1
40,68162100,5,0,5,1,1,1
41,80316800,0,2,1,3,3,1
42,120631000,1,3,0,2,3,0
43,100391100,6,2,4,0,3,0
44,104526700,5,1,6,0,2,1
45,90645100,0,2,1,1,2,1
46,75559600,4,7,5,6,2,1
47,82168200,4,0,5,1,3,1
48,90259600,1,1,2,0,2,1
49,103585400,5,6,4,6,0,0
50,128107800,6,0,4,0,0,0
51,105750800,0,1,0,0,1,0
52,96881600,2,0,2,2,1,1
53,95914200,2,2,0,2,0,0
54,92243800,0,0,1,1,3,1
55,110780200,5,1,6,0,2,1
56,93071000,0,2,0,1,1,0
57,185655800,1,1,0,0,3,0
