Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,45876700,7,5,5,7,2,0
1,51756000,0,2,2,0,2,1
2,37898700,7,2,5,0,3,0
3,76782800,7,6,7,2,1,0
4,86757000,0,5,2,3,2,1
5,52860100,7,1,5,1,0,0
6,96823900,2,0,4,2,3,1
7,45876700,7,4,7,1,1,0
8,103756900,7,3,3,3,0,0
9,56906500,5,0,4,0,0,0
10,52868700,0,4,2,2,2,1
11,59867400,5,7,4,6,3,0
12,56847800,3,3,1,1,3,0
13,109706500,1,1,0,2,2,0
14,49798400,2,2,1,1,3,0
15,74800400,7,2,7,0,1,0
16,54854000,0,6,2,6,0,1
17,76922100,4,0,4,5,1,1
18,126661600,2,6,1,5,3,0
19,73902100,1,5,4,5,0,1
20,80659700,1,1,2,2,3,1
21,97777600,2,3,4,3,0,1
22,99735000,4,6,2,6,0,0
23,70837000,4,3,6,3,0,1
24,57848400,6,3,5,2,3,0
25,125625600,7,0,7,2,1,1
26,63830400,7,1,4,1,0,0
27,64826300,5,2,7,4,3,1
28,67845700,2,6,2,4,1,0
29,170800800,2,2,2,5,1,1
30,62832300,4,2,4,0,1,0
31,65891000,2,5,4,7,3,1
32,68229200,0,3,0,0,1,0
33,76796100,0,0,2,0,0,1
34,63315500,4,1,5,0,2,1
35,63503600,4,7,5,7,0,1
36,57846800,2,4,2,2,1,0
37,87815100,0,1,1,2,3,1
38,96741200,5,7,5,3,1,0
39,55885500,5,0,4,1,2,0
40,60875700,1,2,2,3,3,1
41,61751500,7,2,6,3,2,0
42,58842800,4,0,4,2,1,1
43,73803300,7,4,7,5,1,1
44,105601100,2,3,3,4,3,1
45,118102300,3,4,2,3,3,0
46,81782400,2,0,3,0,0,1
47,77833300,2,2,2,4,1,1
48,175530500,3,0,4,0,0,1
