Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,18326900,5,7,5,5,1,0
1,21525100,4,0,6,2,3,1
2,26863200,4,7,2,5,3,0
3,21540300,5,5,2,5,0,0
4,21810000,1,0,1,2,1,1
5,13661800,2,5,1,4,3,0
6,10405900,3,7,5,5,2,1
7,18198200,3,0,5,2,3,1
8,17868400,5,5,5,2,1,0
9,14046000,1,4,2,5,3,1
10,17674600,2,5,3,5,0,1
11,14394500,6,0,5,1,2,0
12,16238400,6,7,3,7,0,0
13,10323800,5,1,3,1,0,0
14,14027300,3,5,4,5,0,1
15,8054900,1,7,1,5,1,0
16,12222700,3,1,4,0,2,1
17,9546900,1,5,2,4,2,1
18,35038500,2,4,1,4,0,0
19,11195900,1,4,2,4,0,1
20,8314700,2,4,1,3,3,0
21,2994400,4,0,2,2,2,0
