Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,5227132400,5,7,7,5,2,1
1,4829278300,3,0,1,2,2,0
2,6584530400,3,7,5,5,2,1
3,4799620600,5,0,4,1,2,0
4,7637875700,4,1,7,1,0,1
5,5330554000,1,2,2,2,0,1
6,7423625700,7,1,4,4,2,0
7,7447710300,6,0,2,0,0,0
8,5833119600,4,7,4,4,1,0
9,4794250500,4,0,7,0,0,1
10,3964665200,6,7,6,6,1,0
11,4537894800,1,0,0,1,2,0
12,5081649100,2,0,0,0,0,0
13,4853283900,6,6,6,4,1,0
14,3243223200,7,0,6,1,2,0
15,8134440500,6,4,4,2,3,0
16,4011611700,6,1,3,1,0,0
17,2905962600,3,1,2,2,2,0
18,5455003400,4,2,2,0,3,0
19,2763386600,2,0,4,2,3,1
20,3824171800,0,0,1,0,0,1
21,2828463100,1,0,0,0,0,0
22,3412164000,4,2,4,0,1,0
23,2724061100,0,0,2,0,0,1
24,1550467900,2,0,2,2,1,1
25,2855400700,2,2,2,4,1,1
26,3893860500,2,4,0,4,0,0
27,3319967000,4,0,3,0,0,0
28,4361993200,3,0,3,1,1,1
29,1341508600,3,1,1,3,2,0
