Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,9164537700,3,7,5,5,2,1
1,13583365900,5,7,7,5,2,1
2,12740972000,2,7,5,4,2,1
3,6279037000,4,0,2,2,2,0
4,11846362800,5,4,7,2,2,1
5,5710732200,5,0,5,3,1,1
6,4232779500,2,0,0,2,2,0
7,3961407900,6,7,4,5,3,0
8,3590437600,4,5,1,5,0,0
9,6952445600,0,2,1,3,3,1
10,5052516600,6,0,3,3,2,0
11,5984040300,2,2,6,6,3,1
12,6626284000,3,0,0,0,0,0
13,3519576900,1,0,2,1,3,1
14,5676159900,3,3,0,6,2,0
15,2961125900,0,6,2,6,0,1
16,3101733600,4,7,3,6,3,0
17,5354683300,1,3,4,3,0,1
18,4846083100,4,3,2,3,0,0
19,5577089900,3,6,5,4,2,1
20,8708764400,5,4,5,1,1,0
21,3467770200,2,6,4,6,0,1
22,7441145600,7,5,3,5,0,0
