Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,2000691000,7,3,5,5,2,0
1,2050831200,0,1,2,3,3,1
2,1867050100,7,6,5,4,3,0
3,1889947600,0,4,2,2,2,1
4,1466339300,0,5,3,2,2,1
5,1121042300,7,1,5,3,2,0
6,1572876200,2,3,0,1,3,0
7,1047200100,3,2,4,1,2,1
8,1082144800,0,3,2,3,0,1
9,1082146900,2,3,0,3,0,0
10,1193147100,0,3,0,0,1,0
11,1208767000,4,1,6,1,0,1
12,1128023500,0,1,0,4,1,1
13,1014197000,6,1,5,2,2,0
14,1188165900,5,2,6,1,2,1
15,1012342900,6,1,6,3,1,1
16,1397306800,6,3,6,5,1,1
17,1518983600,6,5,4,3,3,0
18,921535700,7,4,5,4,0,0
19,922534000,5,4,3,4,0,0
20,1309539200,0,4,0,2,1,0
21,1138955300,3,4,3,5,1,1
22,1123994900,0,2,1,1,2,1
