Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,101661100,5,7,5,5,1,0
1,133071900,1,0,1,2,1,1
2,94726200,2,7,0,5,3,0
3,65828600,3,0,3,2,1,1
4,183714400,3,7,6,4,2,1
5,136544700,5,5,4,4,3,0
6,91717100,0,5,1,5,0,1
7,222258800,6,0,7,1,3,1
8,119649700,4,0,2,0,0,0
9,111627800,4,4,0,4,0,0
10,115614300,1,2,3,0,2,1
11,63837200,0,4,3,4,0,1
12,72755600,4,7,4,6,1,0
13,104649500,3,0,4,0,0,1
14,103653700,4,0,3,1,2,0
15,139581700,4,6,4,7,1,1
16,96678700,1,7,4,7,0,1
17,50830600,3,2,4,2,0,1
18,83719100,3,4,0,1,3,0
19,73786900,7,1,6,2,2,0
20,116659600,4,2,4,4,1,1
21,70806700,1,5,1,6,1,1
22,98732700,1,6,1,5,1,0
23,143519200,1,5,2,6,3,1
24,112655600,4,4,3,3,3,0
25,63788400,4,7,4,6,1,0
26,74751600,6,7,7,6,2,1
27,85760200,3,3,4,4,3,1
28,205552700,6,2,3,2,0,0
29,70764600,3,1,2,2,2,0
30,112676300,4,6,2,6,0,0
31,119704200,2,6,2,4,1,0
32,102817900,7,6,6,6,0,0
33,90697800,4,4,4,3,1,0
34,109633900,2,2,3,1,2,1
35,117608000,2,4,2,5,1,1
36,186375900,3,1,2,2,2,0
37,60844000,4,3,6,1,2,1
38,68818300,2,5,4,5,0,1
39,239199500,0,1,1,0,2,1
40,127620400,2,2,3,1,2,1
41,83720100,4,5,4,4,1,0
42,65080400,4,4,1,4,0,0
43,203373500,3,1,2,2,2,0
44,121600500,2,2,3,1,2,1
45,171422300,3,1,2,2,2,0
46,119654400,6,1,5,2,2,0
47,227243900,5,2,6,1,2,1
48,109786300,2,2,4,2,0,1
49,65830200,6,6,5,6,0,0
50,76744200,5,6,6,6,0,1
51,78787000,6,4,4,4,0,0
52,102885500,4,4,6,4,0,1
53,114615500,4,2,4,1,1,0
54,91775700,6,6,5,6,0,0
55,88706000,1,4,2,5,3,1
56,80730900,6,1,4,3,2,0
57,65073300,5,6,4,6,0,0
58,98862500,4,3,6,1,2,1
59,103701700,2,5,4,3,2,1
60,97674700,4,6,5,6,0,1
61,69809300,5,6,4,6,0,0
62,89923700,4,3,2,5,2,0
63,118953500,4,6,4,4,1,0
64,118697400,2,5,1,4,3,0
65,70092900,1,4,2,5,3,1
66,65938000,4,4,4,6,1,1
67,85767200,2,5,2,4,1,0
68,89701600,2,4,4,4,0,1
69,147771200,4,4,2,6,2,0
70,73752300,4,6,4,4,1,0
71,157474000,1,0,0,1,2,0
72,174605300,4,4,2,4,0,0
73,133553500,6,4,4,4,0,0
74,141636300,4,4,6,4,0,1
75,93686100,6,4,4,4,0,0
76,100666900,4,4,6,4,0,1
77,189368500,2,4,2,2,1,0
78,145514600,0,1,1,0,2,1
79,122636800,4,1,4,2,1,1
80,131559600,4,2,1,2,0,0
81,174416000,1,0,1,2,1,1
82,129061000,2,2,4,2,0,1
83,213477900,6,4,6,6,1,1
84,170699100,6,6,4,6,0,0
85,122637300,4,6,6,6,0,1
86,94685000,1,2,1,4,1,1
87,153049800,6,6,6,4,1,0
88,85764800,6,4,6,6,1,1
89,256317400,6,1,7,2,3,1
90,91691200,4,2,5,1,2,1
91,101660700,5,1,5,2,1,1
92,94730000,6,6,6,4,1,0
93,74190600,1,4,1,3,1,0
94,86713500,6,4,5,5,2,0
95,116295400,5,2,4,1,3,0
96,199334900,5,5,5,6,1,1
97,159468400,7,2,6,1,3,0
98,101661500,1,3,1,2,1,0
99,136591400,2,6,3,5,2,1
100,155536100,3,5,4,4,2,1
101,115612800,5,6,4,6,0,0
102,78719200,4,6,2,6,0,0
103,123590800,2,6,4,6,0,1
104,107638500,4,6,5,6,0,1
105,124582900,1,2,2,1,2,1
106,118604200,5,6,4,6,0,0
107,138593000,2,1,2,2,1,1
108,134605800,4,6,2,6,0,0
109,88707600,2,6,3,6,0,1
110,121594400,2,2,2,1,1,0
111,107640400,3,6,2,5,3,0
112,178455100,2,5,1,4,3,0
113,166443200,2,1,2,2,1,1
114,121642400,4,4,2,6,2,0
115,145513300,1,4,2,4,0,1
116,204368300,2,2,1,2,0,0
117,138537600,4,1,4,2,1,1
118,107637100,4,2,5,3,3,1
119,138537700,2,4,1,4,0,0
