Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,89760900,3,7,1,5,3,0
1,55890800,2,7,4,5,2,1
2,81370600,3,0,1,2,2,0
3,79759000,6,0,6,2,1,1
4,100527400,4,7,6,5,2,1
5,168213800,4,0,4,2,1,1
6,196620500,1,0,3,2,3,1
7,173537800,3,2,3,3,1,1
8,178884800,1,7,4,7,0,1
9,152942900,4,7,4,3,1,0
10,170489500,4,3,4,7,1,1
11,170923200,1,5,1,7,1,1
12,65540100,1,7,1,4,1,0
13,111732800,1,4,2,4,0,1
14,112699800,2,4,2,6,1,1
15,117436600,2,6,2,4,1,0
16,211431100,2,4,1,4,0,0
17,116687600,6,5,4,5,0,0
18,123694600,6,7,6,5,1,0
19,214427000,6,5,4,5,0,0
20,144827900,4,7,3,7,0,0
21,171540200,3,7,2,6,3,0
22,186501200,4,5,5,4,2,1
23,140054600,1,4,1,6,1,1
24,161257900,5,4,4,3,3,0
25,206954000,4,3,3,2,3,0
26,147490700,3,2,3,3,1,1
27,134122300,3,3,5,5,3,1
28,161433000,1,6,2,5,2,1
29,190273300,6,2,5,3,2,0
30,186693100,1,2,1,3,1,1
31,127467200,5,3,6,2,2,1
32,208414900,6,2,5,3,2,0
33,288951600,5,3,6,2,2,1
34,211386400,6,2,5,3,2,0
35,158575200,1,3,1,2,1,0
36,202568600,1,2,2,1,2,1
37,176195800,5,5,4,6,2,0
38,137317100,4,6,3,6,0,0
39,72837500,3,6,2,6,0,0
40,154553800,2,6,1,5,3,0
41,117721200,1,5,1,6,1,1
42,136750700,2,1,3,2,3,1
43,165025400,3,2,4,3,3,1
44,173727700,4,3,5,4,3,1
45,191062300,5,4,6,4,0,1
46,180923000,1,6,1,5,1,0
47,109707000,6,4,4,4,0,0
48,120007400,1,5,3,5,0,1
