Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,10770137100,4,0,6,2,3,1
1,6302151600,2,7,0,5,3,0
2,9373938000,4,7,2,5,3,0
3,13460085300,0,5,2,5,0,1
4,13137873100,6,7,6,4,1,0
5,10667478100,6,0,4,2,2,0
6,12746917600,2,5,3,4,2,1
7,5436464000,1,7,1,5,1,0
8,9342773600,3,7,2,7,0,0
9,12187923100,3,0,2,1,2,0
10,7316730800,2,7,1,6,3,0
11,6728048700,1,5,1,3,1,0
12,9434085100,1,3,5,3,0,1
13,6899554100,6,4,4,6,2,0
14,12261598100,3,4,5,4,0,1
15,5574097800,4,6,4,4,1,0
16,9884572700,4,4,4,6,1,1
17,10981560900,4,6,3,5,3,0
18,8621144600,3,5,3,4,1,0
19,21626750000,4,2,6,0,2,1
20,18229259200,6,0,4,2,2,0
21,18572126500,3,4,3,3,1,0
22,30247737800,3,3,3,4,1,1
23,13943650300,3,4,1,2,3,0
24,11638048500,4,2,4,1,1,0
25,19063029700,6,2,7,1,2,1
26,21151393700,7,1,6,2,2,0
27,15725856000,4,1,4,2,1,1
28,9922622800,6,2,3,2,0,0
29,16657461100,3,2,5,4,3,1
30,11813105600,5,4,2,1,3,0
31,12312474400,4,2,4,1,1,0
32,12263130600,4,1,5,0,2,1
33,14082655400,1,6,2,6,0,1
34,15791096900,2,1,1,1,0,0
35,16055056600,5,0,6,1,3,1
36,18877562800,2,6,3,6,0,1
37,9227365400,6,1,5,2,2,0
38,7935176200,3,6,4,6,0,1
39,9519546800,1,1,2,2,3,1
40,7404235800,4,6,4,3,1,0
41,6234332700,2,2,3,3,3,1
