Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,160364500,7,4,5,6,2,0
1,126210300,7,2,5,2,0,0
2,147694900,0,4,2,4,0,1
3,202601800,5,2,3,2,0,0
4,142514900,0,5,2,7,3,1
5,201930000,7,5,5,3,3,0
6,105490400,2,4,3,4,0,1
7,105099100,0,6,1,5,2,1
8,115493700,0,1,1,0,2,1
9,173791100,7,1,6,0,3,0
10,149963500,6,0,7,1,3,1
11,202716000,3,2,4,1,2,1
12,179824700,4,1,3,0,3,0
13,128713100,3,4,2,5,2,0
14,109937000,3,0,4,1,3,1
15,244225900,4,1,5,2,3,1
16,127270400,1,0,3,0,0,1
17,145959200,5,6,2,3,3,0
18,183772800,3,0,5,0,0,1
19,209440900,7,6,5,6,0,0
20,95772600,5,6,6,5,2,1
21,162183500,5,0,2,0,0,0
22,196908900,2,3,4,5,3,1
23,116343400,4,5,6,7,3,1
24,156524000,0,3,2,3,0,1
25,172746000,2,0,0,0,0,0
26,208764800,6,5,4,5,0,0
27,162298600,2,5,0,5,0,0
28,180177700,6,7,7,6,2,1
29,236396900,5,2,5,0,1,0
30,164922800,2,7,0,7,0,0
31,147053800,5,0,5,1,1,1
32,146763300,4,5,4,4,1,0
33,125178900,0,5,0,2,1,0
34,132897200,0,7,1,7,0,1
35,161397600,2,3,2,4,1,1
36,158373100,2,4,2,3,1,0
37,121915200,4,4,5,4,0,1
38,201237200,5,4,3,6,2,0
39,204658300,3,6,2,7,2,0
