Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,2968091900,2,0,2,3,1,1
1,3160450500,5,7,7,5,2,1
2,2974074500,4,7,4,5,1,0
3,3284037400,2,7,5,4,2,1
4,4372454300,4,0,2,2,2,0
5,2979056200,5,4,7,4,0,1
6,2591404400,2,3,0,5,2,0
7,2194674000,4,5,1,5,0,0
8,1911621500,7,4,5,2,3,0
9,3964815700,6,0,2,4,2,0
10,2422912900,7,5,6,4,3,0
11,2517597500,5,2,3,2,0,0
12,3958822000,1,5,0,5,0,0
13,4509949400,2,2,4,2,0,1
14,2217599800,0,5,0,2,1,0
15,2473744600,3,2,1,4,2,0
16,5076110900,1,4,2,5,3,1
17,10944501800,3,0,4,1,3,1
18,6869873400,4,1,3,0,3,0
19,4548817800,1,0,1,2,1,1
20,7743157400,1,7,0,6,3,0
21,4489019500,5,0,6,1,3,1
22,2294340300,4,2,4,4,1,1
23,2993009400,0,6,2,4,2,1
24,5343976400,6,4,7,5,3,1
25,2096999100,3,7,1,7,0,0
26,2460822300,2,5,1,4,3,0
27,2005356700,7,5,7,3,1,0
28,2458791500,6,1,6,3,1,1
29,6236234600,6,3,4,1,3,0
30,2563442100,4,1,4,3,1,1
31,2585362500,3,0,4,1,3,1
32,2858460300,4,3,5,2,2,1
33,4848815300,6,7,7,6,2,1
34,2005355600,5,2,7,4,3,1
35,2182712400,1,7,2,6,2,1
36,4015598400,1,2,0,1,3,0
37,2811614400,2,6,3,5,2,1
38,3706677900,1,4,0,3,3,0
39,3308010200,3,5,5,7,3,1
40,3789352100,7,3,7,0,1,0
41,5012272400,5,7,4,7,0,0
42,2652145800,0,3,2,3,0,1
43,3621912200,7,0,6,1,2,0
44,5373066300,2,3,3,3,0,1
45,5526554500,0,1,0,0,1,0
46,3411655400,4,1,3,2,2,0
47,3935862900,3,3,1,5,2,0
48,5604296600,7,4,5,2,3,0
49,3249899400,5,2,6,3,3,1
50,2593392900,1,5,2,5,0,1
51,3677780500,7,6,7,7,1,1
52,3143509100,6,1,4,3,2,0
53,1645305900,4,3,4,5,1,1
54,2528561700,4,5,6,5,0,1
55,1422251600,3,2,4,2,0,1
56,1857797000,2,5,3,4,2,1
57,2913276700,3,4,4,4,0,1
58,2173744900,4,4,3,5,2,0
59,3661821900,3,5,2,6,2,0
60,2778775900,6,5,7,5,0,1
61,1837866300,2,6,2,7,1,1
62,1723248700,4,2,4,0,1,0
63,2291400500,2,7,1,6,3,0
64,1707303300,1,6,2,7,3,1
65,1637077200,2,7,4,5,2,1
66,2316268000,4,5,3,4,3,0
67,2051154800,4,0,7,0,0,1
68,2313336400,6,3,5,4,2,0
69,2922295900,3,4,2,3,3,0
70,3192383200,5,4,4,5,2,0
71,1644560000,2,3,0,3,0,0
72,7731370300,0,3,2,5,3,1
73,1807014200,2,5,0,7,2,0
74,1637536100,4,5,5,4,2,1
75,1809959700,4,7,5,6,2,1
76,2701035400,7,0,5,2,2,0
77,3458456900,5,2,4,1,3,0
78,3026944400,4,1,3,1,0,0
79,4371411200,3,1,1,1,0,0
80,4599782900,1,1,2,0,2,1
81,2903357800,7,7,7,5,1,0
82,7786014400,0,7,1,6,2,1
83,6188143500,7,5,7,6,1,1
84,2567432700,1,6,2,5,2,1
85,2339190600,2,0,1,0,0,0
86,4196992000,5,6,2,6,0,0
87,3229360700,2,5,2,3,1,0
88,2630289000,2,3,3,2,2,1
89,2724952500,5,4,5,2,1,0
90,2829557100,5,2,5,0,1,0
91,4317635600,7,6,7,5,1,0
92,4439933800,7,5,7,7,1,1
93,6226424600,2,6,1,7,2,0
94,2629276400,3,2,2,2,0,0
95,10882482800,7,7,5,5,3,0
96,4061499400,1,0,0,1,2,0
97,3385699200,1,7,3,5,2,1
98,4460168000,5,0,6,0,0,1
99,5705957200,3,5,3,6,1,1
100,6316710200,3,6,4,6,0,1
101,3455469100,4,6,4,4,1,0
