Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,5754277300,0,2,2,2,0,1
1,7818887400,7,2,4,2,0,0
2,5230901900,0,4,2,6,3,1
3,6586373500,7,5,5,7,2,0
4,5693998300,4,2,2,0,3,0
5,8155514500,7,4,5,2,3,0
6,12517592700,0,5,2,5,0,1
7,3943790900,2,5,2,0,1,0
8,4794668000,5,2,7,0,2,1
9,3533874700,7,0,4,0,0,0
10,2898708800,7,3,5,5,2,0
11,4812444200,5,5,3,7,2,0
12,3308449900,5,7,5,6,1,0
13,3928531200,3,7,5,7,0,1
14,8250498100,5,7,7,5,2,1
15,3801039400,7,5,5,3,3,0
16,5410730900,7,6,3,6,0,0
17,2696134200,4,0,2,2,2,0
18,3749222000,2,0,3,0,0,1
19,4440881800,7,1,5,1,0,0
20,5304535400,2,6,2,4,1,0
21,4377136700,5,6,2,6,0,0
22,3516816300,2,6,4,4,2,1
23,4309043300,4,4,6,6,3,1
24,4905947000,5,3,6,4,3,1
25,8864504700,6,6,2,6,0,0
26,5909893400,6,4,6,3,1,0
27,3969491800,2,6,5,6,0,1
28,7082547000,3,0,2,0,0,0
29,4866439500,5,1,4,0,3,0
30,4452391400,2,4,3,4,0,1
31,4850901200,2,2,3,2,0,1
32,3596152400,5,6,5,7,1,1
33,14575263200,0,3,0,0,1,0
34,9294744700,6,3,6,2,1,0
35,10399499500,5,7,6,6,2,1
36,9252597500,3,4,4,4,0,1
37,8043244900,0,0,3,0,0,1
38,6820418300,3,0,0,0,0,0
39,8828110300,3,6,4,7,3,1
40,16965037800,3,2,2,3,2,0
41,7423833200,4,4,2,4,0,0
42,7688470500,0,0,0,3,1,1
43,12376160400,0,1,1,0,2,1
44,4621581800,1,0,0,1,2,0
45,5003299000,4,7,4,5,1,0
46,6947471200,2,4,3,4,0,1
47,10146864400,3,4,2,4,0,0
48,6967363300,6,2,6,0,1,0
49,6900572700,2,3,2,6,1,1
50,5888156800,4,5,4,3,1,0
51,5850331300,4,3,4,5,1,1
52,22062840400,6,6,7,5,2,1
53,13413744100,2,0,4,2,3,1
