Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,3812929400,5,0,3,2,2,0
1,3179963500,3,2,1,4,2,0
2,2903357000,3,0,5,2,3,1
3,3126668900,1,4,1,1,1,0
4,2926700900,6,0,2,0,0,0
5,2544498400,4,7,2,5,3,0
6,2291151400,4,0,7,0,0,1
7,1859445400,3,7,5,5,2,1
8,1700434000,6,7,6,6,1,0
9,1670836000,5,5,3,7,2,0
10,1568720100,1,0,1,3,1,1
11,1327483200,6,6,6,5,1,0
12,1645003800,2,7,1,6,3,0
13,1728236200,6,5,7,5,0,1
14,1866257900,1,3,0,2,3,0
15,2992805000,1,6,2,7,3,1
16,1659446700,0,2,2,2,0,1
17,3073287800,2,7,0,7,0,0
18,2180373800,1,1,1,3,1,1
19,2316001800,1,3,4,3,0,1
20,2146007500,4,3,1,3,0,0
21,2010778900,1,7,3,7,0,1
22,1845006000,3,7,2,6,3,0
23,2255584800,2,6,1,5,3,0
24,2254962600,0,7,1,6,2,1
25,2152161100,1,6,2,7,3,1
26,1938185800,1,5,0,5,0,0
27,2256648200,1,3,4,3,0,1
28,2163220400,2,7,3,7,0,1
29,2251961200,3,7,4,6,2,1
30,2027911900,4,3,1,3,0,0
31,3140193100,0,5,1,5,0,1
32,2674072200,4,6,5,5,2,1
33,3515413700,1,3,3,1,2,1
34,3227262600,3,1,1,1,0,0
35,2111299700,5,5,3,5,0,0
36,2220342300,1,5,0,4,3,0
37,2942426500,3,5,4,5,0,1
38,2148839400,4,5,3,5,0,0
39,2863626000,1,1,1,2,1,1
40,3274490400,0,4,2,4,0,1
41,2166057300,3,5,2,5,0,0
42,1912225900,1,2,3,2,0,1
43,2746189300,3,2,5,0,2,1
44,2160865800,2,5,1,5,0,0
45,2269145900,1,5,3,5,0,1
46,2629586300,3,5,1,5,0,0
47,2349614200,1,5,2,6,3,1
48,2504655100,2,6,3,5,2,1
49,2583187600,3,5,3,4,1,0
50,2815411600,3,4,5,6,3,1
51,2703892900,5,6,5,4,1,0
52,3292089200,5,0,6,1,3,1
53,2034200,6,1,6,3,1,1
