Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,368577200,0,2,2,0,2,1
1,417134500,7,5,5,7,2,0
2,1173395600,7,1,5,1,0,0
3,832243900,7,2,5,0,3,0
4,1573466800,0,4,2,6,3,1
5,1123684200,5,1,1,5,2,0
6,1138316800,0,5,4,5,0,1
7,1433384900,0,1,1,0,2,1
8,410703900,2,0,6,0,0,1
9,632993800,5,7,3,7,0,0
10,990042400,6,0,3,0,0,0
11,1058097700,1,0,0,1,2,0
12,1561453200,2,6,1,7,2,0
13,1742170100,0,1,0,4,1,1
14,944269400,3,7,6,7,0,1
15,876378500,0,6,2,6,0,1
16,999935700,7,4,7,1,1,0
17,894511200,3,0,6,0,0,1
18,1708949000,7,6,6,5,3,0
19,940708200,0,3,1,2,2,1
20,1333488400,2,6,3,6,0,1
21,1326658300,7,3,6,2,3,0
