Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1016651900,4,7,4,5,1,0
1,861748200,2,7,0,5,3,0
2,1033062500,2,0,0,2,2,0
3,1003264000,4,0,6,2,3,1
4,1073107400,4,5,6,5,0,1
5,1444075100,3,7,3,4,1,0
6,1129582400,1,7,3,5,2,1
7,1100223500,0,2,1,1,2,1
8,1045100700,1,1,3,1,0,1
9,839924100,3,1,1,1,0,0
10,804240600,1,1,4,1,0,1
11,971280800,6,0,6,4,1,1
12,904227900,6,7,7,7,0,1
13,677495300,6,5,4,5,0,0
14,1078338300,6,4,4,2,3,0
15,1010120700,4,5,4,3,1,0
16,735190200,6,2,6,3,1,1
17,493087000,1,0,3,2,3,1
18,252687700,7,7,7,6,1,0
19,129630500,6,3,6,4,1,1
20,1041900,7,6,5,4,3,0
