Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,9551891600,5,7,5,5,1,0
1,8214645600,5,0,5,3,1,1
2,14238878600,3,0,1,2,2,0
3,9934845100,4,7,2,5,3,0
4,10639624500,6,0,2,0,0,0
5,8361962000,2,7,0,5,3,0
6,10559985600,1,0,1,3,1,1
7,13869541700,1,3,3,3,0,1
8,10854390100,0,5,3,5,0,1
9,8563184600,4,0,6,0,0,1
10,8382715300,2,0,0,2,2,0
11,5276918100,3,3,6,3,0,1
12,7149001500,0,2,3,2,0,1
13,11996114200,6,0,4,2,2,0
14,8325849100,5,3,3,3,0,0
15,9799995600,3,3,1,5,2,0
16,7341090100,3,2,6,2,0,1
17,9309152100,6,2,4,2,0,0
18,9387051200,6,3,6,6,1,1
19,4201923600,6,7,6,5,1,0
20,7304088500,6,5,7,4,2,1
21,1141761800,7,4,4,4,0,0
22,3400874200,3,5,3,3,1,0
23,3186934400,3,7,3,5,1,0
24,2241179900,6,6,6,4,1,0
25,805597400,3,3,3,1,1,0
26,2503902300,3,1,2,2,2,0
27,1845933700,2,2,3,3,3,1
28,1085025300,3,3,2,2,3,0
29,1624000400,2,2,4,2,0,1
30,2794459000,4,2,6,4,3,1
31,966034900,1,2,0,2,0,0
32,597059900,0,2,0,1,1,0
33,1029783200,3,5,3,6,1,1
34,3459804900,0,1,1,2,3,1
35,816456400,3,6,5,6,0,1
36,1030419000,1,2,0,2,0,0
37,1474907400,0,2,1,1,2,1
38,1246994500,1,5,1,2,1,0
39,3800160900,1,7,1,4,1,0
40,1302012000,1,1,2,0,2,1
41,2337793100,5,6,4,7,2,0
