Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1989296100,7,1,5,3,2,0
1,1518015000,0,2,2,0,2,1
2,1408211800,0,5,3,5,0,1
3,2090267600,7,3,5,1,3,0
4,2252688000,7,2,7,7,1,1
5,2143869000,7,4,7,0,1,0
6,1775100100,0,3,3,3,0,1
7,2125794000,7,7,5,5,3,0
8,2490759000,7,6,7,3,1,0
9,1256674300,0,6,1,6,0,1
10,1943569500,5,5,1,5,0,0
11,3077306500,1,6,2,7,3,1
12,1745520900,1,5,4,5,0,1
13,2305649400,7,0,4,0,0,0
14,2546065200,0,4,0,6,1,1
15,2012737200,4,0,3,1,2,0
16,2626174900,2,0,1,1,2,0
17,1235449500,4,5,4,7,1,1
18,2275669400,4,7,5,7,0,1
19,1643974700,5,7,6,7,0,1
20,1754671200,6,7,5,7,0,0
21,2371441900,3,1,1,3,2,0
22,1066910100,0,6,1,7,3,1
23,1090389300,7,5,7,2,1,0
24,1432703900,7,3,7,5,1,1
25,1848986400,5,1,4,0,3,0
26,2086194600,5,7,7,7,0,1
27,2513994000,4,0,5,0,0,1
28,1827601200,1,7,3,7,0,1
29,2062373800,3,5,5,5,0,1
30,1759428100,1,3,1,6,1,1
31,2530843600,3,3,5,3,0,1
32,2107555800,1,6,2,5,2,1
33,1483927400,5,0,4,1,2,0
34,2211924800,4,1,3,2,2,0
35,1974065400,2,5,1,4,3,0
36,2063694400,1,1,0,2,2,0
37,2148492700,1,4,0,3,3,0
38,1833252400,5,5,3,5,0,0
39,1907423500,3,5,5,7,3,1
40,1828493200,7,5,5,5,0,0
41,2334121200,3,7,0,7,0,0
42,2007478900,0,3,1,4,3,1
43,1969618900,3,2,3,3,1,1
44,2308001300,5,5,7,5,0,1
45,1658588700,3,3,3,2,1,0
46,1594090900,7,2,6,1,3,0
47,2074696100,5,7,2,7,0,0
48,2313960000,6,1,5,0,3,0
49,2340439200,5,3,5,6,1,1
50,3042322400,7,5,5,3,3,0
51,2305822600,5,3,6,4,3,1
52,3518994200,0,2,0,5,1,1
53,1763509200,3,2,2,1,3,0
